,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,Battery Cell,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDD Capacity,System Architecture,RJ45,Hardware Interface,Sound Chip,Refresh Rate,Ethernet,Pointer Device,EMMC Storage Capacity,Multi Card Slot,Security Chip,Chipset,Memory Slots,RPM,RAM Frequency,Lock Port,TGP,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Other Accessories,Dock Port,Firewire Port,Read/Write Speed,Antivirus,International Warranty,Wireless WAN,Recovery Options,Brightness,Stylus Included,Inbuilt 4G LTE
800,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00BRIN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.9 GHz",16 GB,24 MB,NVIDIA GeForce RTX 4060,10,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,114990,,GDDR6,8 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,5200,,,,,,,,,,,,,,,,,,,,
801,"Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 3 15ITL6 Ub,82H802EYIN|82H801L3IN,15ITL6,IdeaPad 3 Intel,Arctic Grey,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 12 hours,65 W Round Tip,Yes,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,"Base Frequency 3.00 GHz, Max Turbo Boost Frequency Up to 4.10 GHz",Upto12GB,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11 Home 64,Yes,"1 x USB-C 3.2 Gen 1, 1 x USB 2.0 , 1 x USB 3.2 Gen 1",1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD TN 250nits Anti-glare,Built-in dual stereo speakers,Built-in array microphones,"High Definition (HD) Audio, Realtek ALC3287 codec, Dolby Audio","11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,No,"Non-backlit, English",No,Office Home and Student 2021,45 Wh battery,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,36980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#2767C,Primebook 4G,4G Android Based,Blue,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
803,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGN63HN/A,MGN63HN/A,,2020 Macbook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 15 Hours,30 W AC Adapter,No,Apple,M1,,Yes,256 GB,8 GB,DDR4,Apple M1 Chip,,Upto 16 GB,,NA,8,,Mac OS Big Sur,,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,30.41 cm x 1.61 cm x 21.24 cm,1.29 kg,Not Available,720p FaceTime HD Webcam,,Backlit Magic Keyboard,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,81990,,,,,,,,,,,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,
804,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1502ZA-EJ515WS,90NB0VX2-M00N20,X1502ZA-EJ515WS,Vivobook 15,Icelight Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,1.3 GHz with Turbo Boost Upto 4.4 GHz,,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 220nits Brightness, 82 % Screen-to-body ratio",Yes,Yes,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,359.7 x 232.5 x 19.9 mm,1.7 Kg,Not Available,720p HD camera ; With privacy shutter,Yes,Chiclet Keyboard,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,48990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00BRIN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.9 GHz",16 GB,24 MB,NVIDIA GeForce RTX 4060,10,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,114990,,GDDR6,8 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,5200,,,,,,,,,,,,,,,,,,,,
806,"Laptop, Power Adaptor, User Guide, Warranty Documents",15APH8,82XT004HIN,15APH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 9.5 Hours,170W Slim Tip Adapter (3 Pin),Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,7840HS,"Base Frequency 3.8 GHz, Max Turbo Boost at 5.1 GHz",16 GB,16 MB,NVIDIA GeForce RTX 3050,8,,Windows 11 Home,Windows 11,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144 Hz, G-SYNC, FreeSync",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,1 Year,87990,,GDDR6,6 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,AMD SoC Platform,2,5600,,,,,,,,,,,,,,,,,,,,
807,"Laptop, Power Adaptor, User Guide, Warranty Documents",M6500QF-HN521WS,90NB1241-M000U0,M6500QF-HN521WS,"Vivobook Pro 15 For Creator,",Quiet Blue,Gaming Laptop,Gaming,,120W AC Adapter,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5600H,3.3GHz Upto 4.2GHz,,19 MB,NVIDIA GeForce RTX 2050,6,,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A, 1 x 3.5mm Combo Audio Jack, 1 x DC-in",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in speaker,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.3,359.8 x 234.3 x 18.9 ~ 19.9,1.80 Kg,Not Available,1080p FHD camera With privacy shutter,,Backlit Chiclet Keyboard,Yes,,50WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,54990,3 Cell,GDDR6,4 GB,,,,,,144 Hz,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,
808,"Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-33,UN.EH6SI.003,EX215-33,Extensa (2023),Pure Silver,Notebook,"Entertainment, Everyday Use, Performance, Processing & Multitasking",,3-pin 45 W AC adapter,Yes,Intel,Core i3,,Yes,512 GB,8 GB,LPDDR5,N305,Max Turbo Frequency Upto 3.80 GHz,,,Intel Integrated UHD,,64 bit,Windows 11 Home,Windows 11 Home,,"2 x USB 3.2 Gen 1 Port, 1 x USB Type-C Port",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in front facing stereo speakers,,,WIFI6,v5.1,362.9 x 237.5 x 18.9mm,1.7 Kg,Not Available,T-Type HD camera,,99-/100-/103-key Acer keyboard layout with international language support,No,,40 Wh Li-ion battery,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical damage,1 Year,32990,3 Cell,,,,64 bit,,,,,,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",,,,,,,,,,,,,,,,,,,,,,,,,,
809,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",14c-cc0010TU,46D70PA#ACJ,14c-cc0010TU,Chromebook (2023) Intel,Mineral Silver,Chromebook,Processing & Multitasking,,,No,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Upto 4.2 GHz",256,8 MB,Intel Integrated Iris Xe,4,64 bit,Chrome,Chrome OS,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.4), 1 x SuperSpeed USB Type-A (5Gbps signaling rate)",,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning Gorilla Glass 5, Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphone,Audio by Bang & Olufsen,Intel Wi-Fi CERTIFIED 6 AX201 (2x2),v5.0,325 x 219 x 17.9 mm,1.49 kg,Not Available,HP Wide Vision 720p HD camera,Yes,"Full-size, backlit, mineral silver keyboard",Yes,"1M+ Android apps, Preinstalled G-suite apps, Linux kernel and apps, Chrome web extensions, Available online and offline, Google Chrome, Google Play Store, Google Drive, Gmail, Google Calendar, Google Photo, Google Map, YouTube, Google Docs, Google spreadsheet, Google Slide, Google Hangouts, Google Keep, Google Shopping, Google Play Movies & TV, Google Play Books Drawing canvas, Google Play Music, Google Play Games","58 Wh Li-ion polymer, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,54990,3 Cell,,,,64 bit,,PCIe NVMe M.2,,,,HP Imagepad with multi-touch gesture support,,1 x microSD media card reader,"Energy Star Certified, EPEAT Silver Registered",,,,,,,,,,,,,,,,,,,,,,,
810,"Laptop, Power Adaptor, User Guide, Warranty Documents",CB 11IJL6,82N3000DHA|82N30012HA|82N30019HA,,IdeaPad Flex 3 Chromebook Intel,Arctic Grey,Chromebook,Processing & Multitasking,Upto 10 hours,45W USB-C (3-pin) Adapter,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4X,N4500,1.1 GHz with Turbo Boost Upto 2.8 GHz,,4 MB,Intel Integrated UHD,2,64 bit,Chrome,,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.4)",1 x HDMI Port (v1.4),Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,"HD LED Backlit IPS Glossy 10-point Multi-touch Display (250 nits Brightness, 50% NTSC Color Gamut)",Built-in Dual Speakers,Dual Array Microphone,"High Definition (HD) Audio, 2 W x 2 Stereo Speakers",11ax (2x2),v5.0,285.5 x 205.2 x 18.45 mm,1.25 kg,Not Available,720p Webcam,No,English Non Backlit Keyboard,No,,Integrated 42Wh Battery,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,26490,,,,,64 bit,No,,Realtek ALC5682I Codec,,,Touchpad,128 GB,1 x microSD Card Slot,Google Security Chip H1,Intel SoC,,,2933 MHz,Kensington Security Slot,,,,,,,,,,,,,,,,,,
811,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0030AU,7L034PA#ACJ,15-fc0030AU,15s (2023),Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,2.8GHz Upto 4.3GHz,,4 MB,AMD Radeon AMD,4,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek Wi-Fi 6 (1x1),v5.3,358 x 242 x 19.9,1.75 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, backlit soft grey keyboard with numeric keypad",Yes,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,50990,3 Cell,,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"Laptop, battery, power adapter, user guide",S3402ZA-LY521WS,90NB0WE1-M00P70,S3402ZA-LY521WS,Vivobook S 14 Intel EVO H-Series,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12500H,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",,No,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,316.4 x 224.5 x 18.9 mm,1.50 Kg,Not Available,720p HD camera With privacy shutter,Yes,Backlit Chiclet Keyboard,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,55990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,"Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-23,NX.EH3SI.002|UN.EH3SI.012|UN.EH3SI.009,EX215-23,Extensa 15 Non-Gaming,Steel Gray,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,,,AMD Radeon AMD,,,Windows 11 Home,,,"1 x USB Type-C port with DC-in, 2 x USB 3.2 port",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,,WIFI6+BT - 1x1 AX+BT,v5.1,362.9 x 237.5 x 18.9 mm,1.78 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,31990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IAL7,82SF008YIN,15IAL7,IdeaPad Slim 5 Intel,Storm Grey,Thin and Light Laptop,Processing & Multitasking,Up to 16.5 hours,65W USB-C (3-pin),Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,4.4,,12,Intel Integrated Iris Xe Graphics,10,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 2x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, IPS (300nits Anti-glare, 45% NTSC)",Dual Stereo Speakers,Dual Array Microphone,"High Definition (HD) Audio, Realtek ALC3287 codec","Wi-Fi 6 11ax, 2x2",v5.2,356.67 x 233.13 x 16.9 mm,1.85 Kg,Not Available,FHD 1080p with Privacy Shutter,,"Backlit, English",Yes,,Integrated 76Wh,1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Premium Care,Onsite,Manufacturing Defects,Physical Damage,1 Year,65990,,,,,64,,PCIe NVMe,,,,,,1x 4-in-1 Card Reader,,Intel SoC Platform,,,,,,,,,,,,,,,,,,,,,,
815,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0504TU,678M6PA#ACJ,14a-ca0504TU,Chromebook x360 Intel,Forest Teal,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Quad Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate,(USB Power Delivery, DisplayPort 1.2) 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView, (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
816,"Laptop, battery, adapter, cables and user manuals",ideapad 3 cb 11igl05 2,82BA001PHA|82BA0029HA,CB 11IGL05,IdeaPad 3 Chromebook Intel,Onyx Black,Chromebook,Processing & Multitasking,Upto 10 Hours,45W USB-C,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,Max Frequency Up to 2.8 GHz,,,Intel Integrated UHD,,,Chrome,Chrome OS,Yes,"2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort), 2 x USB 3.2 Gen 1",,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,HD TN 250nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 2 Stereo Speaker,"11ac, 2x2",v4.2,286.7 x 205.5 x 18.05 mm,1.12 kg,Not Available,720p,No,"Non-backlit, English",No,,42Wh,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,14990,,,,,,,,,,,,64 GB,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,
817,"Laptop, Power Adaptor, User Guide, Warranty Documents",FX706HF-HX018W,90NR0HC4-M001H0,FX706HF-HX018W,TUF Gaming F17 Intel H-Series,Graphite Black,Gaming Laptop,Gaming,,150W AC Adapter,No,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,11400H,2.70GHz Upto 4.50GHz,32 GB,12 MB,NVIDIA GeForce RTX 2050,6,,Windows 11 Home,Windows 11 Home,Yes,"1 x Thunderbolt 4 support DisplayPort, 3 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 support DisplayPort",1 x HDMI 2.1 TMDS,No,43.94 cm (17.3 Inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio, 144Hz, 85/85/85/85, Value IPS-level, 250nits, 1000:1, 45%, 62.5%, 47.34%, Anti-glare display, Adaptive-Sync",Built-in Dual Speakers,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.2,399 x 269 x 23.3 ~ 24.8,2.60 kg,Not Available,720P HD camera,,Backlit Chiclet Keyboard 1-Zone RGB,Yes,,48 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,57990,3 Cell,GDDR6,4 GB,,,Yes,,,144 Hz,,,,,,,,,,,70 W,,,,,,,,,,,,,,,,,
818,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2143au,50M62PA#ACJ,15s-eq2143au,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Upto 9 hours,,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,5300U,2.6 GHz with Turbo Boost Upto 3.8 GHz,Yes,4,AMD Radeon AMD,4,64 bit,Windows 11 Home,Windows 11 Home 64 Single Language,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in dual array digital microphones,,Realtek RTL8821CE 802.11b/g/n/ac (1x1,v4.2,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,No,Full-size island-style natural silver keyboard with numeric keypad,No,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart",41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,35990,3 cell,,,,,,,,,,HP Imagepad with multi-touch gesture support,,1 x card reader,,,,,3200 MHz,,,,,,,,,,,,,,,,,,,
819,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#006C,Primebook 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
820,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11128#006C,Primebook S 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,14990,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,
